ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
2496,VAUXHALL,1,14,London,2,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.789782637
512,FORD,2,6,North West,1,1753,2002,1310,145,0.347,0.489,0.044,0.042,0.744436497
100,VAUXHALL,1,13,North West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.218611973
664,VOLKSWAGEN,1,14,London,1,1595,2002,1315,194,0.48,0.044,,0.058,0.908878691
175,VAUXHALL,1,14,London,1,1389,2002,1660,173,0.247,0.023,,0.094,0.625963019
2965,VAUXHALL,2,14,North West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.027589318
2972,VOLKSWAGEN,2,6,South West,5,2967,2016,2185,174,0.138,0.039,,,0.420850724
2179,VOLKSWAGEN,1,14,South West,2,999,2016,929,105,0.457,0.013,,0.039,0.904900462
1107,FORD,1,13,South West,2,1299,2002,965,163,0.66,0.037,,0.09,0.14687259
2857,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.724162008
890,BMW,1,2,London,1,1796,2002,1385,172,0.76,0.059,,0.103,0.243320231
973,VOLKSWAGEN,2,14,South West,1,1896,2002,1396,146,0.081,0.376,0.029,,0.008050074
1638,VOLKSWAGEN,2,14,North West,1,1968,2016,1429,127,0.067,0.07,,,0.504835008
2692,VOLKSWAGEN,2,6,London,2,1968,2016,1673,147,0.116,0.035,,,0.815049529
1073,VOLKSWAGEN,2,14,London,1,1896,2002,1417,146,0.081,0.376,0.029,,0.334272439
186,FORD,1,14,London,1,1999,2002,1421,219,0.12,0.05,,0.07,0.640754172
3559,FORD,1,6,South West,5,1498,2016,1564,137,0.296,0.018,0.001,0.036,0.272716326
1231,FORD,1,14,North West,2,1388,2002,1105,153,0.644,0.048,,0.064,0.827080611
3801,FORD,2,14,South West,5,1997,2016,1773,135,0.217,0.078,,,0.730697109
2908,FORD,2,96,North West,5,1997,2016,1833,134,0.305,0.054,,,0.725496927
834,VAUXHALL,1,14,South West,1,973,2002,1430,135,0.342,0.048,,0.06,0.355863425
1363,FORD,1,14,South West,5,1999,2016,1497,159,0.729,0.021,0.001,0.059,0.498584157
193,TOYOTA,1,6,London,1,1998,2002,1460,211,0.61,0.04,,0.07,0.759449135
864,VOLKSWAGEN,1,3,London,1,1390,2002,0,161,0.172,,,,0.657674607
2814,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.615037724
1851,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.433021196
2795,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.211973491
1879,VAUXHALL,2,14,South West,5,1248,2016,1237,100,0.042,0.03,,,0.113560367
1274,TOYOTA,1,14,North West,1,1398,2002,1280,159,0.47,0.02,,0.07,0.029837112
1661,FORD,1,14,North West,5,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.57898929
780,VOLKSWAGEN,2,14,North West,2,1896,2002,0,146,,,,,0.167298067
1877,VAUXHALL,1,96,South West,5,1364,2016,1613,168,0.435,0.014,,0.033,0.037590538
268,VOLKSWAGEN,1,14,London,1,1598,2002,0,168,0.259,,,,0.241798907
735,TOYOTA,1,14,London,4,1598,2002,1295,168,0.55,0.03,,0.06,0.757578875
854,FORD,1,3,South West,2,1596,2002,0,165,0.518,,,,0.33056396
1061,VOLKSWAGEN,1,13,South West,2,1390,2002,1176,180,0.096,0.064,,0.092,0.231843365
2845,FORD,2,14,South West,5,1997,2016,1516,115,0.145,0.052,,,0.736341187
2596,VOLKSWAGEN,1,14,London,4,1395,2016,1247,120,0.158,0.034,,0.028,0.489944671
2753,VAUXHALL,2,14,South West,5,1956,2016,1613,118,0.08,0.06,,,0.328339924
3479,FORD,2,14,North West,1,1499,2016,1399,98,0.354,0.074,,,0.163067786
2505,VAUXHALL,1,14,London,5,1399,2016,1234,124,0.507,0.012,,0.021,0.60597544
295,VOLKSWAGEN,2,2,North West,1,1896,2002,1425,146,0.177,0.363,0.024,,0.099753964
2896,FORD,2,6,North West,1,1997,2016,2030,152,0.314,0.042,0.001,,0.952262228
1926,TOYOTA,8,14,London,5,1798,2016,1470,70,0.131,0.016,,0.033,0.971186119
3757,BMW,1,5,North West,2,1998,2016,1570,134,0.151,0.025,,0.04,0.157036582
1849,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.410672189
1048,VOLKSWAGEN,1,14,South West,4,1200,2002,1120,142,0.474,0.015,,0.032,0.919041455
20,FORD,1,14,London,1,1796,2002,1195,181,0.895,0.043,,0.091,0.708315951
1841,BMW,2,5,North West,1,2993,2016,1700,147,0.341,0.053,,,0.578687625
3321,VAUXHALL,1,14,South West,1,1399,2016,1234,128,0.507,0.012,,0.021,0.693956958
767,VOLKSWAGEN,1,13,South West,1,1198,2002,1092,142,0.474,0.015,,0.032,0.941923697
3657,VOLKSWAGEN,2,14,South West,1,1968,2016,1395,114,0.133,0.067,,,0.797570785
2848,VOLKSWAGEN,1,13,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.925645626
3284,FORD,1,14,South West,1,998,2016,1168,114,0.206,0.034,,0.05,0.10403833
1487,BMW,2,5,North West,1,1995,2016,1825,136,0.144,0.035,,,0.641012389
1496,BMW,2,14,South West,5,1496,2016,1395,106,0.172,0.028,,,0.647058618
3138,VAUXHALL,2,14,North West,5,1598,2016,1613,109,0.035,0.026,,,0.696219299
3547,VOLKSWAGEN,1,14,South West,2,999,2016,929,106,0.406,0.013,,0.037,0.426303492
1532,VAUXHALL,1,14,South West,5,1398,2016,1199,139,0.645,0.008,,0.044,0.96461761
3740,VAUXHALL,1,13,South West,5,1398,2016,1141,120,0.463,0.01,,0.031,0.431722259
1239,VOLKSWAGEN,1,14,London,4,1598,2002,1305,168,0.504,0.047,,0.083,0.308983552
2885,VOLKSWAGEN,1,5,North West,2,1984,2016,1394,148,0.31,0.023,,0.051,0.900280163
1861,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.11687073
1298,TOYOTA,1,14,North West,2,998,2002,1050,137,0.43,0.03,,0.12,0.782669249
3059,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.510535354
1959,FORD,1,14,South West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.657982056
1629,FORD,2,96,North West,5,1499,2016,1596,119,0.353,0.076,0.001,,0.349628827
1582,TOYOTA,8,6,South West,5,1798,2016,1520,92,0.182,0.005,,0.036,0.453648698
2634,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.532462296
955,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.830915632
1307,FORD,2,14,London,5,1499,2016,1399,98,0.354,0.074,,,0.362218489
2557,VOLKSWAGEN,1,14,London,4,1395,2016,1271,116,0.154,0.029,,0.044,0.764360148
1575,VAUXHALL,2,6,South West,5,1956,2016,1733,124,0.08,0.06,,,0.188319373
577,VOLKSWAGEN,2,14,South West,1,1896,2002,1379,138,0.073,0.33,0.025,,0.411917125
3599,VAUXHALL,1,13,South West,2,1398,2016,1141,118,0.463,0.01,,0.031,0.328893069
2531,VAUXHALL,2,14,London,5,1598,2016,1350,103,0.17,0.032,0.001,,0.024308609
1632,FORD,2,96,North West,1,1997,2016,1785,139,0.183,0.017,,,0.687089885
2280,VOLKSWAGEN,1,14,South West,2,999,2016,1055,108,0.535,0.012,,0.039,0.87764781
3129,FORD,1,13,North West,2,1242,2016,1088,122,0.518,0.027,,0.051,0.54857326
2516,BMW,1,5,London,1,1998,2016,1615,134,0.151,0.025,,0.04,0.051257516
2853,VOLKSWAGEN,1,14,North West,2,1395,2016,1316,113,0.242,0.033,,0.048,0.438108088
3188,BMW,2,14,North West,5,1496,2016,1425,107,0.086,0.025,,,0.180678236
470,VAUXHALL,1,14,South West,1,1199,2002,1430,154,0.253,0.029,,0.054,0.751394688
2710,FORD,1,6,South West,1,1498,2016,1446,140,0.506,0.027,0.004,0.069,0.688149327
2699,VOLKSWAGEN,2,6,London,1,1968,2016,1676,140,0.086,0.051,,,0.59756002
809,FORD,1,14,North West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.99191802
209,TOYOTA,1,6,London,2,1998,2002,1405,211,0.61,0.04,,0.07,0.932066464
3110,TOYOTA,1,6,North West,2,1987,2016,1645,152,0.308,0.023,,0.041,0.70973764
2413,FORD,1,13,South West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.292191294
352,VAUXHALL,1,96,London,2,1598,2002,1970,190,0.219,0.026,,0.037,0.080389205
1508,VAUXHALL,2,14,South West,5,1598,2016,1335,88,0.268,0.047,,,0.668085317
3096,BMW,1,6,South West,5,1998,2016,1595,138,0.151,0.025,,0.04,0.339216836
3785,FORD,1,13,South West,5,998,2016,1176,99,0.355,0.041,0.001,0.067,0.366235191
1711,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.538269134
3273,BMW,2,6,North West,2,1995,2016,1600,124,0.205,0.034,,,0.544076108
247,VAUXHALL,1,14,London,1,1598,2002,1670,171,0.219,0.026,,0.037,0.325203692
1598,VAUXHALL,1,14,North West,1,1229,2016,1163,124,0.552,0.045,,0.042,0.238759305
2966,FORD,2,14,North West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.540775346
366,VAUXHALL,2,14,London,1,1686,2002,1745,130,0.101,0.429,0.031,,0.276866178
1198,VAUXHALL,1,96,London,1,1598,2002,1970,190,0.219,0.026,,0.037,0.868042706
417,FORD,1,14,South West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.310539153
390,VOLKSWAGEN,2,14,South West,1,1896,2002,1285,140,0.436,0.314,0.036,,0.85118154
849,VOLKSWAGEN,1,13,South West,2,1984,2002,1328,209,0.24,0.025,,0.065,0.578894333
1860,VAUXHALL,2,6,South West,5,1956,2016,1733,124,0.08,0.06,,,0.358751933
3080,FORD,2,14,South West,5,1499,2016,1553,94,0.407,0.07,,,0.292658219
1145,VAUXHALL,1,6,South West,2,1199,2002,1340,156,0.348,0.032,,0.055,0.207111437
2068,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.4724131
2948,BMW,2,14,South West,5,1496,2016,1395,103,0.172,0.028,,,0.332467814
1063,VOLKSWAGEN,1,13,London,1,1781,2002,1327,190,0.667,0.03,,0.054,0.179687867
1950,VAUXHALL,1,14,London,2,1398,2016,1163,120,0.463,0.01,,0.031,0.428795942
3484,FORD,1,13,South West,4,998,2016,1175,104,0.33,0.031,0.001,0.06,0.097253718
1604,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.85185925
2387,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.835215241
2064,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.611013423
3722,FORD,1,14,South West,2,998,2016,1168,114,0.206,0.034,,0.05,0.497405429
3353,TOYOTA,8,6,South West,5,2494,2016,1815,118,0.267,0.009,,0.049,0.229152766
1732,BMW,1,5,North West,1,2979,2016,1595,185,0.196,0.015,,0.05,0.902371509
3427,VOLKSWAGEN,2,6,South West,5,1968,2016,1568,125,0.222,0.051,,,0.667117257
445,FORD,1,14,London,1,1596,2002,1189,192,0.518,0.059,,0.115,0.380237921
1973,FORD,1,14,South West,1,999,2016,1382,125,0.451,0.036,0.001,0.072,0.370323931
2953,VOLKSWAGEN,1,14,North West,4,999,2016,1055,106,0.407,0.016,,0.034,0.057954637
3288,FORD,1,5,London,1,4951,2016,1799,299,0.621,0.018,,0.046,0.26573703
3795,FORD,1,13,North West,1,1242,2016,1088,122,0.518,0.027,,0.051,0.008257282
3816,VAUXHALL,2,14,North West,5,1598,2016,1613,129,0.013,0.033,,,0.658125519
2285,VOLKSWAGEN,2,6,South West,5,1968,2016,1541,119,0.079,0.062,,,0.435636105
518,BMW,1,6,London,1,2494,2002,1570,232,0.255,0.013,,0.086,0.364270818
346,FORD,1,14,North West,1,1999,2002,1396,192,0.284,0.08,,0.056,0.824783738
3482,VAUXHALL,1,14,South West,5,1399,2016,1308,124,0.484,0.006,0.002,0.037,0.254039621
2321,BMW,2,4,South West,1,1995,2016,1790,124,0.128,0.023,,,0.264343614
3112,BMW,2,5,South West,5,1995,2016,1575,114,0.128,0.023,,,0.725280655
2781,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.509574946
2726,TOYOTA,8,6,North West,1,1798,2016,1490,83,0.182,0.005,,0.036,0.300311629
305,FORD,2,14,South West,2,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.61610491
3344,TOYOTA,1,96,South West,2,1798,2016,1560,150,0.278,0.014,,0.047,0.683153507
3153,VOLKSWAGEN,2,6,North West,1,1968,2016,1673,149,0.116,0.035,,,0.212621398
769,VAUXHALL,1,13,London,1,1199,2002,1430,154,0.211,0.031,,0.052,0.652782024
638,FORD,1,13,North West,1,1299,2002,965,163,0.66,0.037,,0.09,0.692211753
1429,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.857249161
1455,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.361787634
2643,VOLKSWAGEN,1,14,London,2,1197,2016,1107,107,0.157,0.039,,0.022,0.945230117
1713,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.086523088
2602,VOLKSWAGEN,1,96,London,2,1395,2016,1383,121,0.154,0.029,,0.044,0.065414221
2564,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.558725112
2230,VOLKSWAGEN,1,13,South West,2,1395,2016,1224,110,0.212,0.036,,0.044,0.642987064
2374,VOLKSWAGEN,1,14,London,1,999,2016,1055,108,0.535,0.012,,0.039,0.914382847
2468,BMW,2,6,South West,5,1995,2016,1605,119,0.142,0.032,,,0.101284344
2959,FORD,1,14,North West,5,1596,2016,1144,138,0.314,0.017,,0.037,0.739955133
3639,VAUXHALL,1,96,South West,1,1364,2016,1613,158,0.65,0.018,,0.03,0.65805888
3119,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.049287524
3075,FORD,2,14,South West,5,1499,2016,1553,94,0.407,0.07,,,0.32967505
2938,VOLKSWAGEN,2,6,North West,5,1968,2016,1711,150,0.082,0.045,,,0.399909899
3682,BMW,2,6,South West,4,1995,2016,1545,114,0.145,0.026,,,0.419994584
2146,VOLKSWAGEN,1,14,London,2,1197,2016,1229,113,0.236,0.024,,0.026,0.431404322
2833,BMW,1,2,North West,1,1998,2016,1505,138,0.213,0.022,,0.053,0.867252154
2147,VOLKSWAGEN,1,14,London,5,1197,2016,1139,109,0.199,0.018,,0.035,0.771333379
3715,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,106,0.137,0.067,,,0.349417858
2246,FORD,1,14,South West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.767943216
6,BMW,1,2,London,1,2171,2002,1500,226,0.498,0.014,,0.105,0.157369636
3149,FORD,2,96,North West,5,1997,2016,1816,129,0.204,0.02,,,0.560950245
1470,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.386048043
2144,VOLKSWAGEN,2,14,North West,1,1598,2016,1321,99,0.167,0.069,,,0.963781882
1593,VAUXHALL,1,14,North West,5,1398,2016,1163,120,0.598,0.026,,0.042,0.293557858
1838,FORD,2,96,North West,5,1499,2016,1461,105,0.419,0.043,,,0.461424255
489,FORD,1,14,London,2,1596,2002,1167,165,0.518,0.059,,0.115,0.815490481
3702,VAUXHALL,2,6,South West,5,1598,2016,1393,89,0.268,0.047,,,0.1144089
128,FORD,1,13,South West,1,1388,2002,1150,158,0.662,0.052,,0.137,0.274279652
1464,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.461243811
1056,VAUXHALL,2,14,North West,1,1686,2002,1745,130,0.101,0.429,0.031,,0.774310789
2094,TOYOTA,2,2,South West,5,1598,2016,1589,109,0.235,0.018,,,0.731578007
1980,FORD,1,96,South West,1,1596,2016,1364,149,0.3,0.024,,0.056,0.765520108
2431,FORD,2,14,South West,5,1499,2016,1183,82,0.358,0.062,,,0.86052628
3142,VOLKSWAGEN,1,14,North West,1,1395,2016,1316,113,0.242,0.033,,0.048,0.054013179
703,VOLKSWAGEN,1,14,North West,1,1598,2002,1305,168,0.504,0.047,,0.083,0.588322019
3666,BMW,2,14,South West,5,1496,2016,1425,96,0.086,0.025,,,0.811253247
2113,BMW,2,6,London,2,1995,2016,1820,139,0.144,0.035,,,0.14690747
355,VAUXHALL,1,13,South West,4,1199,2002,1430,149,0.253,0.029,,0.054,0.42690926
2067,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.854861925
584,FORD,2,13,London,2,1753,2002,1267,145,0.109,0.489,0.044,0.018,0.679134876
778,FORD,1,2,North West,1,1796,2002,1209,179,0.895,0.043,,0.091,0.136637175
609,BMW,1,6,London,5,2979,2002,1575,222,0.269,0.009,,0.048,0.346534299
1913,BMW,2,14,South West,5,1496,2016,1395,94,0.172,0.028,,,0.968209015
1826,VAUXHALL,1,14,South West,1,1598,2016,1355,159,0.809,0.012,,0.051,0.276159197
1478,VOLKSWAGEN,2,2,South West,5,1598,2016,1444,105,0.243,0.039,,,0.368633114
3570,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.681443373
1499,FORD,1,5,South West,1,4951,2016,1810,281,0.225,0.018,,0.029,0.074152532
2235,BMW,2,5,South West,1,2993,2016,1700,147,0.341,0.053,,,0.645047368
226,FORD,2,6,South West,1,1998,2002,1547,167,0.204,0.443,0.026,,0.573240035
3032,VAUXHALL,1,14,North West,2,1398,2016,1163,118,0.463,0.01,,0.031,0.249787721
3185,FORD,1,13,North West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.759899213
792,VOLKSWAGEN,1,13,North West,2,1198,2002,1092,142,0.474,0.015,,0.032,0.098322809
2523,VAUXHALL,2,14,South West,5,1956,2016,1664,147,0.078,0.062,,,0.315728428
3065,VOLKSWAGEN,2,2,London,1,1968,2016,1501,116,0.079,0.062,,,0.868899808
90,VAUXHALL,2,13,North West,1,1686,2002,1535,127,0.13,0.374,0.023,,0.680614712
2032,FORD,2,14,South West,5,1499,2016,1170,94,0.351,0.051,,,0.258843826
1201,VOLKSWAGEN,1,14,North West,2,1390,2002,0,161,0.172,,,,0.310731091
2038,FORD,2,96,London,2,1499,2016,1596,119,0.353,0.076,0.001,,0.051150611
3202,FORD,1,13,North West,1,998,2016,1175,104,0.33,0.031,0.001,0.06,0.459408367
2060,VOLKSWAGEN,1,14,North West,1,1197,2016,1229,113,0.236,0.024,,0.026,0.832749142
113,VAUXHALL,1,13,North West,2,1199,2002,1430,154,0.211,0.031,,0.052,0.127983936
1085,VOLKSWAGEN,1,14,South West,2,1400,2002,0,161,0.172,0.055,,0.066,0.857871069
3598,FORD,1,6,South West,5,1498,2016,1446,140,0.506,0.027,0.004,0.069,0.571135414
3019,FORD,1,14,North West,1,1498,2016,1380,127,0.471,0.018,0.001,0.057,0.677425642
1626,VOLKSWAGEN,2,14,North West,1,1598,2016,1321,99,0.167,0.069,,,0.534862074
2152,FORD,2,14,North West,1,1997,2016,1773,135,0.217,0.078,,,0.939351077
2639,VAUXHALL,1,14,London,5,1364,2016,1409,149,0.699,0.008,,0.044,0.169041154
2100,VAUXHALL,2,14,South West,1,1598,2016,1350,103,0.17,0.032,0.001,,0.453558021
1422,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.149566973
1192,BMW,2,13,South West,2,1995,2002,0,148,0.101,,,,0.83798228
2576,VOLKSWAGEN,1,14,London,5,1395,2016,1271,116,0.154,0.029,,0.044,0.188256702
698,VOLKSWAGEN,2,2,North West,2,1896,2002,1492,146,0.137,0.42,0.03,,0.351604528
2911,VOLKSWAGEN,1,5,North West,1,1395,2016,1280,125,0.139,0.041,0.001,0.037,0.143354376
1779,VAUXHALL,1,14,North West,1,1598,2016,1355,159,0.809,0.012,,0.051,0.356001407
2780,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.59091417
42,VOLKSWAGEN,1,2,London,5,1781,2002,1490,197,0.35,0.037,,0.032,0.320116018
1241,VOLKSWAGEN,2,14,South West,1,1896,2002,1379,138,0.073,0.33,0.025,,0.355766546
2462,FORD,2,6,South West,5,1499,2016,1425,98,0.354,0.074,,,0.196815099
3581,VAUXHALL,1,14,North West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.186546195
1909,VAUXHALL,1,14,London,2,1398,2016,1163,120,0.463,0.01,,0.031,0.177503008
835,BMW,2,2,London,2,1995,2002,0,148,0.101,,,,0.578789894
15,FORD,1,14,London,1,1999,2002,1421,219,0.12,0.05,,0.07,0.787465634
2750,VAUXHALL,1,14,South West,5,1398,2016,1199,139,0.645,0.008,,0.044,0.32619825
1143,FORD,2,14,South West,1,1399,2002,1166,121,0.154,0.423,0.036,,0.532547911
3329,VOLKSWAGEN,2,14,South West,5,1968,2016,1429,127,0.067,0.07,,,0.319065721
413,VAUXHALL,1,6,South West,1,1598,2002,1730,175,0.695,0.019,,0.054,0.709561924
1200,VAUXHALL,1,14,London,2,1199,2002,1470,154,0.211,0.031,,0.052,0.661493357
1590,VAUXHALL,1,96,North West,5,1364,2016,1613,168,0.435,0.014,,0.033,0.63282432
2998,VAUXHALL,2,6,North West,5,1598,2016,1393,96,0.243,0.029,,,0.003695945
1670,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.60884821
1183,FORD,2,14,South West,1,1998,2002,1506,156,0.204,0.443,0.026,,0.303301919
1031,VOLKSWAGEN,1,14,South West,2,1598,2002,1276,166,0.504,0.047,,0.083,0.091145426
3806,FORD,1,13,London,5,998,2016,1176,99,0.355,0.041,0.001,0.067,0.544806348
1996,BMW,2,2,London,5,1995,2016,1505,104,0.148,0.03,,,0.273309362
3543,BMW,1,14,South West,1,1499,2016,1380,123,0.164,0.016,,0.041,0.465446867
89,FORD,1,14,North West,2,1798,2002,1396,187,0.375,0.091,,0.077,0.328092289
438,VAUXHALL,1,14,London,4,1598,2002,1660,171,0.695,0.019,,0.054,0.331697642
2967,VOLKSWAGEN,2,96,North West,5,1598,2016,1604,111,0.147,0.045,,,0.5917945
2023,VOLKSWAGEN,2,2,South West,1,1968,2016,1425,106,0.212,0.049,,,0.926896766
400,FORD,2,6,South West,1,1753,2002,1295,145,0.109,0.489,0.044,0.018,0.494640633
1383,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.331847957
3243,BMW,2,2,South West,5,1995,2016,1505,104,0.148,0.03,,,0.752115059
190,FORD,1,14,North West,2,1242,2002,1017,161,0.296,0.061,,0.054,0.202656953
2995,FORD,2,14,North West,2,1997,2016,1681,122,0.145,0.059,0.001,,0.41503088
3629,VAUXHALL,1,14,North West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.831280477
724,VAUXHALL,1,2,North West,1,2198,2002,2090,243,0.194,0.046,,0.136,0.137939056
56,BMW,1,5,London,1,2979,2002,1505,218,0.269,0.009,,0.048,0.365063577
1756,VAUXHALL,1,13,North West,2,1398,2016,1120,125,0.652,0.013,,0.042,0.163155694
2163,VAUXHALL,1,13,South West,1,1998,2016,1550,184,0.534,0.024,,0.024,0.355922293
1219,BMW,1,6,London,1,2979,2002,2095,310,0.582,0.015,,0.065,0.665214985
1320,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.321595827
523,TOYOTA,1,5,London,1,1796,2002,1290,200,1.23,0.04,,0.1,0.488547026
880,VAUXHALL,1,13,London,1,1199,2002,1455,154,0.211,0.031,,0.052,0.330141652
2380,VOLKSWAGEN,1,14,London,2,1395,2016,1271,116,0.154,0.029,,0.044,0.096226787
206,VAUXHALL,1,13,North West,1,1199,2002,1455,154,0.211,0.031,,0.052,0.462703594
2630,FORD,2,96,London,5,1499,2016,1596,119,0.338,0.07,,,0.53237923
1934,BMW,2,14,London,5,1496,2016,1395,94,0.172,0.028,,,0.58873989
3114,FORD,2,14,South West,1,1997,2016,1788,134,0.351,0.065,0.002,,0.213348051
27,FORD,1,14,South West,1,1388,2002,1105,158,0.644,0.048,,0.064,0.270979302
3767,VAUXHALL,1,14,South West,5,1399,2016,1308,127,0.484,0.006,0.002,0.037,0.058353458
1633,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.686742392
2949,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.148532654
912,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.891388663
2976,FORD,2,14,North West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.824302614
1340,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.927206013
3258,FORD,1,5,London,1,2261,2016,1734,179,0.415,0.019,0.002,0.037,0.835380568
2214,VOLKSWAGEN,1,14,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.696764055
2047,BMW,2,6,London,1,1995,2016,1820,136,0.144,0.035,,,0.042226988
1178,FORD,1,13,South West,2,1679,2002,1113,178,0.656,0.083,,0.066,0.535012108
3269,BMW,2,14,North West,1,1995,2016,1585,129,0.149,0.024,,,0.193797083
1547,FORD,1,14,South West,4,998,2016,1177,99,0.355,0.041,0.001,0.067,0.813164609
3303,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.68077241
1141,VOLKSWAGEN,1,14,London,5,1390,2002,1236,161,0.172,0.055,,0.066,0.977713272
192,VAUXHALL,1,5,South West,1,1998,2002,1660,214,0.179,0.038,,0.05,0.537536278
1157,VOLKSWAGEN,2,2,South West,1,1896,2002,1406,146,0.081,0.376,0.029,,0.249313443
1093,FORD,2,14,South West,1,1998,2002,1506,156,0.204,0.443,0.026,,0.175491234
3045,FORD,2,14,South West,5,1997,2016,1642,107,0.183,0.046,,,0.333258719
358,FORD,1,14,North West,1,1999,2002,1421,219,0.12,0.05,,,0.22634213
3527,VAUXHALL,1,14,South West,1,1364,2016,1394,145,0.593,0.011,,0.03,0.100909493
1937,FORD,1,14,North West,1,1242,2016,1095,122,0.518,0.027,,0.051,0.601306912
1614,BMW,2,14,South West,5,1995,2016,1450,118,0.18,0.023,,,0.459904273
2827,VAUXHALL,2,14,North West,5,1598,2016,1613,129,0.013,0.033,,,0.328845811
2919,VOLKSWAGEN,2,6,South West,5,2967,2016,2185,174,0.138,0.039,,,0.61414617
1121,VAUXHALL,1,14,South West,4,1199,2002,1470,149,0.253,0.029,,0.054,0.918307129
313,TOYOTA,1,96,London,1,2362,2002,1800,259,1.02,0.02,,0.08,0.016479023
3272,FORD,2,14,North West,1,1997,2016,1642,112,0.177,0.042,,,0.289514959
1798,BMW,2,13,South West,1,1995,2016,1425,114,0.248,0.028,,,0.611987019
3192,FORD,1,13,North West,1,1242,2016,989,115,0.362,0.024,,0.043,0.888296838
